text,label
game used to be good,Negative
Solid game . i played it for years.,Positive
once played 43 hours straight and almost died,Positive
I'd love to recommend this game - but it crashes constantly.,Negative
all it does is CRASH!!!!!!!!!!!!!!!!!!!!!!!!!,Negative
"Fun, difficult, addictive. I love survival games and this was right up my alley",Positive
my enjoyment of this game ended along time ago this game is more like a job now.,Negative
gud but the players are very skilled,Positive
"The core gameplay is fun. Too bad the game insists on pulling you away from it. Endless dialogue, endless interjections, random cutscenes causing the time to skip, and tedious fetch quests galore. This game has a ton of promise, but by Chapter 3, the tedious distractions are too much to be called fun. My breaking point was the pointless 30 min unskippable cutscene about the chef's backstory. Let me fish and run my damn restaurant in peace.",Negative
Amazingly Good!,Positive
"I think this might be the worst game I have ever played, the passing is beyond terrible, not to mention my players don't defend at all and don't do what I tell them, like when I do make a good pass the player is always running away or in the wrong place like Jesus and my game mode isn't even on the harder modes, its on professional! anything less and its too easy, anything more its unrealistic, why cant this game be fixed its beyond stupid. worst game",Negative
space,Positive
"after I played stardew valley,I can't believe dave was made by a team.you team let me know how boring to be a millionaire",Negative
dope,Positive
Product received for freelittle toddler kills me for killing everyone.,Negative
Why is this still a thing?,Negative
i played this game when it came out and it was pretty bad. here i am 6 years later to tell you it's still just as bad if not worse lol. still very clunky and lots of server lag. please go play apex or something,Negative
"Awful performance and annoying sound bugs in 2.0, unplayable at this point",Negative
"""Confidence is a slow and insidious killer."" - Alpha and Omega of this game.",Positive
"super fun game, in remastered i was peter, now i am mileshow cool is that",Positive
"not sure what all the praise is about. lost interest about 5 hours in. I'm a fan of management games, sims, rpgs and roguelikes, yet the combination of these gameplay elements in the title were just plain boring. pretty disappointed. especially since i passed the refund window hoping it would hook me.",Negative
UNDERTAL,Positive
"Yeah, it defiantly looks nice, but something about it just feels wrong. Wish I still had the option to go back to GO.",Positive
trash,Negative
boop,Positive
Beautiful,Positive
Product received for freemang this game some assssssssssssssssssssss,Negative
"It's an amazing game. Great combat, story, voice acting, and awesome tools and weapons.",Positive
"for the first like 20 minutes i was like ok this is a cool dark souls like gamebut it really kind of feels to me more like they tried to copy dark souls and didnt do super well at iti dont feel like the bosses are as telegraphed as souls bosses so when you think you can dodge, you cantidk",Negative
"Incredibly buggy release. There are constant issues with UI being slow and twitchy, shortlists clearing themselves on save and so fort. Otherwise seems to be an evolved game before the big engine change.",Negative
Movie game,Negative
The game crashes FAR too often.,Negative
Cannot sex the chicken,Negative
essa merda nao salva na nuvem merda de jogo vo pedir rembolso dessa bosta,Negative
this game sucks. I LITERALLY CANNOT PLAY IT SINCE IT JUST GETS STUCK ON THE FIRST CUT SCENE,Negative
Worked and was alright for a few days but now it just crashes after every single round. Also the game intentionally makes your grind worse by limiting XP against bots,Negative
you cant date clint,Negative
the story had me hooked fr,Positive
"redownloaded the game, only to find out all my progress has been deleted.",Negative
"Play this game if you enjoy multiple timelines, dont mind constantly restarting from checkpoints and REALLY dark twists and secret endings",Positive
"hackers and terrible gameplay, keep your money",Negative
I don't get what's the appeal.,Negative
Very fun!,Positive
I enjoyed the game!,Positive
"I loved CS1. I heavily modded CS1.Cities Skylines II is exactly what I hoped. A great foundation for future DLC and mods.There have been issues yes, but updates have come fast. I am very optimistic. I can't go back to CS1 after playing this.",Positive
good game buts needs a bit more work,Positive
i keep dying to creepy flower,Negative
"You kinda get tired of getting logged out of the session back to history mode every time you enter online, and if it does not happen in the middle of pretty much anything, a loading screen glitch or a modder while take responsibility for making your experience worse. Any game will have modders for sure, but the amount in this game is concerning at this point...",Negative
They lied.Japanese leagues aren't available.. This is low even by SI and SEGA standards.,Negative
its marvellous game with great graphics downside the refs are always penalty happy never a yellow or red card for serious foul play or diving,Positive
Product received for freeI have no friends to play coop with,Negative
"Geurilla can keep making these beautiful, super fidelity games all they want, but they're never gonna actually be fun",Negative
Terrible overall. Enemies are mindless bullet sponges and its all about grinding gear. The gameplay is not fun. It is a game for people who don't have a life.,Negative
I want Spider-Man 2 on PC,Positive
fun game,Positive
"this game is hard at the start, but once u get the hang of it, its very fun and u start the get used to the controls",Positive
Good,Positive
thank god they have mods in this game,Positive
"I definitely do not recommend it. There is no problem when playing with my 16 GB graphics card, but unfortunately the game either does not open or constantly crashes. It keeps the menus waiting for about 2 days. I worked for 1 week and read a lot of resources about this problem, but it still did not fix it. I think people have been working on this issue for 3-4 years, but they cannot get any results. Is the game good? It's hard to understand because it's not playable. Not to mention the problems and ruptures between Ubisoft and Steam. Unfortunately, it is obvious that no effort has been made on this issue and the problem has continued for years. I say this as someone who has bought almost all AC games. I messed around with my computer so much that it started to cause psychological damage to me. I deleted the game and now I'm trying to get used to my computer again by spending time playing other games. If I had known that returns would be accepted, I would have, but it was too late. I am someone who has never refunded a game in my life and I would do this.",Negative
Its a classic,Positive
game is very j,Positive
"Poor controller support. No matter the settings or controller, it keeps randomly disconnecting and will not reconnect. Issue has been on-going for a long time now and has not been resolved.Tried wired and wireless.Modded and non-modded games.Three different controllers.I have not experienced this issue with any other game.A quick search shows others with the issue. Some manage to get it resolved or a work-around, but none have worked for me. This isn't really an issue that one should have to work-around either.",Negative
"One of the best games in modern history! Playing through a 2nd time and with the DLC makes this game almost perfect with all the updates done to it. Also, the modding community make this game something really special!",Positive
The counterstrike community no longer wants to support learning. even for players who have basic understandings of tactics,Negative
Product received for freeVery good but hella short,Positive
"Gets boring after awhile. The quest don't draw you in, there are a ton of glitches still, and they don't even try to fix the known issues. Furthermore, they only care about the atom shop and making money. If you don't have first membership then you miss out on a lot of helpful stuff. This is just a cash grab for them.",Negative
Anti-cheat is non-existent,Negative
"Just watch cutscenes compilation on youtube, and keep playing Path of Exile for free. I found nothing interesting in D4, and I heard endgame is even more boring",Negative
Absolutely soulless,Negative
Not a great game for people who have played AC games in the past.1. Map is insanely large with repetitive side quests2. Characters are not likable3.  Vikings don't fit assassin play style4. Multiple game crash even on lowest graphics. And I am running the game on 1080Ti,Negative
"Game has come a long way since launch, hopefully they take what they learn and apply it to the future of Battlefield.",Positive
Lies of Parry,Positive
Early Access Reviewdont really play it all that much but its ok,Positive
eh,Negative
"Dawg, play this game",Positive
Dopamine!Played over 15 hours on Xbox and it actually might be the most addictive game I've ever experienced.,Positive
I nutted allover GLaDOS by accident...,Negative
In-depth and better than any other sports simulator.,Positive
road sim,Positive
glados is a baddie,Positive
good game to play with friends. not alone though. gets boring running around by myself,Positive
I have a joke that I want to dish out...after I finish washing my dirty dishes.,Positive
"Does Portal 2 improve upon its predecessor? The answer is yes, but at the same time, improvements seem marginal to me, save for the multiplayer aspect, which was possibly the most meaningful addition, and the most fun I had in the game.Portal's 2 story, save for some moments during Cave Johnson's appearance and the upbringings of Aperture Science reveal, is as mundane than its predecessor's, with the writing resembling a Disney movie really. The ending is ridiculous, but in a bad way.Puzzles are the same level of difficulty as Portal 1, afraid to challenge the player in any way. Even though an easy puzzle can still be a good puzzle given the context, what was missing here was exactly that context, so I felt I was flying from one easy puzzle to the next, without exploring the possible puzzle space given the mechanics, or pondering more thoroughly about an interesting interaction.Traversal is improved, I actually liked the walking simulator-like parts and enjoyed exploring Aperture Science in its entirety.Overall, Portal 2 does not hold up today as people claim it does. There are much better games today, story-wise, gameplay-wise, design-wise, in regards to puzzles, mechanics-wise, and what they can make you feel and experience.",Negative
I Like the interaction with various items,Positive
"Product received for freeburanya, this game is ok",Positive
Viking,Positive
"The online mode really wants you to spend money.Also the movement mechanics kinda suck.Messing around in the open world is pretty fun, but I find just cause 2s open world to be just a bit betterAs for the campaign.I really liked it however it really feels like some of the missions are just trying to waste your time. It has an amazing pay off but it feels really stretched out. then again maybe i should've just been fast traveling with the taxi.",Negative
good gam,Positive
"A happy place of mine, love 76, been here since 2018 and while yeah it can get stale, that's just something that happens with every game when you play it so frequently",Positive
still no sex with big robot lady,Positive
too fun,Positive
"This is just a fantastic game, with great game play and storytelling. I highly recommended playing this game.",Positive
Too many chinese... Actually i don't hate chinese player but the fricking loud mic and spam is really annoying,Negative
great game fun and very dynamic,Positive
"Spent 3 hours trying to find a cool spot to build my CAMP, built a house and logged out.Log back in and my CAMP has been removed because it could not be constructed or something.Spend 45 minutes finding a new spot to build my camp. Cannot build my pre-existing building because of ""Conflict with terrain"" or something.Idunno, that's my experience in the first 3 hours of trying to play this game. I don't think I'm going to keep trying to play it.",Negative
BAD GAME!!!,Negative
RECOMMEND BRUH,Positive
lumayan,Positive
All I do is fish and somehow it's working,Positive
too many hacks into the game and glitches within game,Negative
Let me yell at people in lobbies again.,Negative
its a mess,Negative
"Full of cheaters, don't waste your time and money on this game, i'd rather play warzone instead, at least they have a somewhat working anti cheat system, here they just don't care. And the graphics...very grainy and very blurry with TAA set to ""High"" and that's the ONLY antialiasing thech they have...",Negative
fun game,Positive
they've made some good improvements since launch.,Positive
I really enjoyed the story,Positive
"7 hours in and is just repetitive game play, terrible movement, all the tools are made out of paper that last after you pick up a few items. No sense of progression. no fun in capturing animal, no fun building the raft. Literally an unfinished game and they still sell it for 20 dollars?Stay away from this because it is just trash",Negative
"This game feels emptier than my bank account post Biden election.Relying on modders to complete the game for you is an embarrassment to the modern day gaming industry. In my 10 hours playing Starfield, it really felt like 9 were navigating the menu, boring dialogue, docking and undocking, and the remaining 1 hour was lifeless combat that quickly finds itself getting repetitive.Save your money, buy a game with some life in it.",Negative
"At some point, the game becomes veeeeeeeeeeery boring and annoying. Do more tests so that you can do more tests then climb then climb then climb then do more tests and then some more. Yeah, yeah. The first game was simpler, but it had its charm. In contrast, Portal 2 was made to be more complex, but along with that it lost this charm.Of course, Portal 2 has some pros. It has some fun parts, defective turrets, Cave Johnson, airhead but hilarious Wheatley. References to the first part of Portal are nostalgic, scenery in some parts is honestly breathtaking. But for me, the most important thing was that the game is tooooooo long so it basically becomes really boring. I just wished for it to end faster, so that I complete it and am done with it.",Negative
An endless critique of the USA being and life.Michael Townley - was Henry Kissinger's agent.,Positive
this game is fun to play and has a nice community would recommend to new steam users and remember every mod has its Garry.   -garry newman,Positive
My game won't produce any sound on Mac. Everything else is pretty good though.,Negative
Product received for freeGame keeps crashing trying play a park game.,Negative
great,Positive
"The game is very repetitive. I've had fun with it, but I definitely wouldn't recommend it. Feels like there wasn't much thought put into a lot of the quests - like, why does a 200 year old ship have exactly the same computers and technology as new ships?",Negative
Pure Dopamine,Positive
Best game of my life,Positive
Why does Sweden hate me,Positive
"Not great, not terrible.To be honest it's a soulless game. A kind of Andromeda after the MassEffect series, a playable fail.",Positive
mid,Negative
"I was really hopeful about this. But it feels like they took the worst parts of tactical turn based games, explained nothing, and then added a system that takes away what little agency you have. The RNG might kill you in your first encounter in a level 1 quest, and with no way in the early game to deal with speed and hit chance, it felt like whatever I tried wasn't important. The initiative system makes all of the combos I was eager to try pointless.Ultimately when you get to surprise an enemy group, miss all of your attacks, the entire enemy party goes, then goes again before you in the next round, drives your characters insane and they begin skipping turns or auto-passing, you just get to watch an AI battle kill you and fail. And even when you win, you'll just ""randomly"" roll 4 more negative quirks across the whole party.Thoroughly disappointed, the negatives far outweighed the parts I tried to enjoy.",Negative
ease of use,Positive
fun,Positive
"HAALAND, HAALANDHE'S A BLUE, JUST LIKE HIS DADNOW HE'S AT THE ETIHADHA-HA-HA-HAALAND, HEYHAALAND, HAALANDCAME TO US FROM GERMANYHE'S HERE TO WIN THE CHAMPIONS LEAGUEHA-HA-HA-HAALAND, HEYHAALAND, HAALANDYORKSHIRE BORN, NORWEGIAN LADROY KEANE TRIED TO KILL HIS DADHA-HA-HA-HAALAND, HEYHAALAND, HAALANDHE'S A BLUE, JUST LIKE HIS DADNOW HE'S AT THE ETIHADHA-HA-HA-HAALAND, HEY",Positive
Great Game,Positive
get out of the bad reviews and buy it,Negative
"The latency issues, crappy support, toxic players and the HUGE cheater problem makes you wish Valve goes bankrupt so a decent company would take over and make the game what it's supposed to be.",Negative
A really bad Assassin's creed game,Negative
"worthless without the modsi'll be happy to change my review after the mod workshop is released, but it seems that DEVs don't care about that part of the game",Negative
"Float, build and explore. Very relaxing and fun. Love the different game mode options for different play styles.",Positive
flowey stripped for me haram,Negative
It's a very popular and cute game but in my opinion just fundamentally boring. I've tried it a couple of times and there are very obvious gameplay loops tied together to keep you engaged at different play time intervals. The mechanics themselves just don't grab your attention though. Can't get into it,Negative
This game is one of my alltime favourite games. It will forever remain one of the best games ever. Love you raft!,Positive
great for Pc's without a lot of ram,Positive
Can already tell this game is gonna be good and I have only played 3 hours,Positive
Restrictions to multiplayer for eggs and weapon number per player makes no sense.,Negative
"When I think about the worst, most unconscionable rip-off in my gaming history, I usually think of Diablo 3 as being the worst.  But that game was at least playable.  When I bought this at launch, it was literally unplayable.  I heard that it had gotten better, so I tried loading it up again, and it still doesn't work properly.  I'm trying again to get a refund-I know it's been 5 years, and they refused the first time, but they lost a lawsuit since then, so maybe they'll do the right thing.  Anyway, don't play this game.  Personally, I'm refusing to play any Bethesda game until I get a refund for this scam of a game.",Negative
"May delete your save file, your Cloud save file and all your progression if you ever uninstall it.Known issue since forever, still not fixed.Spend your time and money on games that are better programmed.",Negative
pretty good game apparently console version has more gameplay but idk,Positive
Exact same as old one except this one is clearly made by the BLM movement,Negative
"This game has all the components required to make my day a little better. Unfortunately the faces of people I meet in the game makes me think they are high on jet fumes and cocaine. Bulging eyes and close talking is making the game a bit weird.Still, a great entertainment.",Positive
To many hackers,Negative
"Is a tick to much kiddy game and the picture quests are trial on error.. hence.. boooring!!!! If you like diving games, Subnautica will make you 10 times more happy. I would say I wasted my cash on this game.I don't say, don't buy it.. just think if you want to play a game made for 12 year old kids.",Negative
no doubt this is the best game in world,Positive
"PC was, is, and always be the next-gen.",Negative
"No support for Xbox One controller, and pretty poor support from developer overall. Had to get a refund.",Negative
this port is trash when i start the game my pc freezing i hate this game its pixel art why all that,Negative
"DLC for full game price, otherwise actually a great game. Just cannot recommend due to price",Negative
"I bought this game ages ago deciding that, as it was on sale, I'd play it when I felt like playing this time of game.  I tried to launch it today and it just hangs on launch.",Negative
this game is da bes t,Positive
Definitely worth playing when you have time,Positive
Product received for freegood maybe,Positive
"what a mess of a game it is , paid 9 bucks for it but even that i regretted",Negative
Oh yeah its great,Positive
The game works great after the patch.,Positive
better than Civ 6,Positive
I accidentally clicked new game when I was going to quit the game. There was no pop up or anything - it just started the cut scene. This caused all my saved data to be lost forever.,Negative
I have commited multiple counts of vechicular manslaughter.,Positive
Product received for freeit was alr not enough story,Negative
"games keeps crashing randomly, i have the latest windows updates, a GFX3090 with latest drivers and I reinstalled the game. very annoying",Negative
"Love it, really wish i went into it blind",Positive
just walk around and kill stuff. its fun lol,Positive
"I've done coding equations easier to figure out, than this game.",Negative
mad boring game after 2hrs you cant do much just upgrade a boat,Negative
"Early Access ReviewIt's a pretty good VR chat game, could use some optimization.",Positive
Product received for freeEarly Access ReviewBest game for vr and pc good for playing with friends and making friends,Positive
Early Access Reviewjust no,Negative
"This game is deceptively fun. It is so satisfying to see the hoards of enemies getting destroyed, and upgrading your character keeps you very engaged and entertained. More importantly, this game gets so many things right that bigger titles don't. The upgrade system is fun, but not overly complex, which means you don't have to read instruction manuals or go through ridiculous tutorial screens to ""teach"" you how to play the game, you can just pick it up and go. What a gem!",Positive
Always have liked the Diablo series.,Positive
game is alright some scenes are cool.,Negative
"Save your money, it isn't what you are looking for unfortunately. Many cheaper games that accomplish what starfield delivers.",Negative
"There is nothing different to say, assassin's creed itself is a  different world",Positive
"After initially not being used to this game, I'm liking it more now. Have to get used to the maps etc. Prefer deathmatch games always, like good old Counterstrike, but with more variety of weapons and other things to do like collecting cards or profile stuffs. I would recommend this game now.",Positive
They dropped a steamer in all our laps..,Negative
I dont like black spiders,Negative
"Early Access ReviewMy gambling addict friend said if I post a review and it gets 250 likes and 50 Awards that he will buy me a case of beer, some vodka and 1 kg of lemon So im just gonna leave this here.",Positive
bad game pg23 is better,Negative
"I waited 13 years for this game. I played through it since release. There were so many flaws at first, but still a very charming gem. Nowadays with the patches, the game is living up to its potential.",Positive
Turn based games are very fun for me. exploring different ways to victory as well as just learning how to use the advancements each leader gives is very satisfying.,Positive
why cant w date the moms?,Negative
"There is no hope, no hope at all in this hell...",Negative
ass game cant join any court in myplayer servers always lagging or disconecting,Negative
"Coming from elden ring and sekiro, this game definitely more difficult overall. The story and gameplay is absolutely incredible and if you enjoyed previous souls-like games and especially bloodborne, I'd say get this game",Positive
So easy to get lost exploring the world. Not someone who tends to think realism and immersion are necessarily for the better but this game is definitely an exception for me.,Positive
Doesnt work on Windows 11.,Negative
"Huge improvement from launch, Still plays like an early access bethesda game.",Negative
"DUMB overrated game. I was playing on easy mode and got stuck on an endless loop of a shark eating me. It doesn't matte how many resources you have on you, you cannot build a raft without finding one... which in my case, probably didn't exist.You cannot at any point start from scratch. You have to baby sit your piece of scrap wood regardless of how many times more resources you have on you.  You cannot place planter boxes on an island or grow anything on an island. You cannot build rafts on an island. You cannot fish while sitting down. You cannot sit down on an island. You cannot place inventory on an island.Getting over it is a less frustrating game with less glitches.",Negative
Game has improved a lot mainly performance,Positive
yes,Positive
These positive comments are bots for sure.,Negative
"Amazing RPG with nice plot. The gameplay is awesome and satisfying. I won't say it's the easiest souls game out there. try out different souls games. if you liked them, then you'll like this one too",Positive
The inability to host private servers without a paid monthly subscription is despicable.  A dedicated server app should be available as is the case with so many other games.,Negative
buy it,Positive
I can't beat funny skeleton man,Negative
Product received for freerealy good game u need to think and dont do stupid things,Positive
"I did everything and tried every fix. Keeps crashing relentlessly, anywhere between 10-20 minutes I get a crash to desktop.",Negative
constant desync,Negative
its aight,Positive
everything,Positive
"Don't you love when you computer meets the necessary specs and it still doesnt run? If you want to play it get it on console. Good game, doesnt run on pc at all",Negative
boring if you like to grind games for hours at a time,Negative
"Community sucks, too many gacha gay furry soyboy cucks.",Negative
still good,Positive
theres a gays in the game and the main charcter gay i hated this game,Negative
old ass game still not optimized correctly. there should be now reason my 2080ti should be pushed this hard,Negative
Product received for freesecond bann 24hrs for no reasons i ve been playn this game since 2017,Negative
fun,Positive
"A once-in-a-decade kind of gaming experience. The amount of passion, ambition, storytelling, and attention to detail that Larian has put into this game is staggering. Yes, there are bugs, the inventory system is not great, and it has many other things that could have been better. But these flaws are nowhere near sufficient to make me consider this as anything less than a masterpiece.",Positive
this good,Positive
Wanted to enjoy this game but couldn't. Generic and boring. I'm not one of those weirdos that hated this game because the player character is too masculine or something though- let me make that clear. I dislike this purely on a gameplay level. Aloy does not need to look different or whatever,Negative
Dialogue is unbearable,Negative
Fantastic,Positive
Good game but buy on sale and play with friends.,Positive
"Will  not load...cannot get any support for this, nor a refund. I am really sick and tired of STEAM.",Negative
darkest fungeon,Positive
"The game doesn't suck as much now as it did on launch,  the community is full of great people and is really fun to play with friends.  the in game voice chat has tendency to be buggy so Discord is recommended.",Positive
this is a very good game,Positive
Get the mobile version instead. For some reason this version is unfairly difficult compared to the mobile version. I have no idea why they ruined the game like this.,Negative
"Story mode is just unsatisfying, you don't even get to make your own character for it and are forced to swap between multiple characters. Online mode is pointless unless you want to just get killed repeatedly by people who can't enjoy themselves without ensuring other people aren't enjoying themselves. Overall the game is just disappointing.",Negative
Very disappointed. Regret preordering this.,Negative
great game,Positive
I'm not sure why this remains an issue years after the issue of this game but there is a audio stutter bug.  There are threads posted about this issue going back years. Redhook should have fixed this by now.It makes playing the game unenjoyable,Negative
Amazing game. Can't wait for GTA 6.,Positive
What ever happen to fun and balanced?,Negative
"Avoid, you never know when you will be unable to login, like today, for many users...",Negative
I like pikmin,Negative
I can't recommend. It is poorly optimized and appears choppy all the friggin' time.,Negative
good game fr,Positive
Early Access Reviewim 18 can u guys fix my setting cause its not leting me,Negative
"This game is not ready for use, this is like an early beta.FPS is around 30, and I have a very strong PC. the interface is clanky and shaky, it feels bad, it looks bad.I was trying to conect the sewage dispostal to the pipeline, it toke me 10 minutes to get the pipes to touch eachother. I really loved skylines 1, there is no reason to play skylines 2, it's a mess.Wait another year then come late 2024 and see if they completed the game, it's not worth your money as it is now.",Negative
Great puzzle and story,Positive
so much bug,Negative
good,Positive
fun game,Positive
"Characters get heart attacks from wandering in the dark and they talk crap about each other during combat like that film with lindsey lohan mean girls. Its got good art and atmosphere though, get the god mode mod... The gameplay is prove yourself trash that punishes you for taking a step. Not worth 100 plus hours to figure out how to even get a foothold. Least there's mod support, I won't be buying the sequel had my fill.",Negative
I want like this game however it crashes constantly,Negative
Boring ass hunter-gatherer simulator,Negative
"Ate two rare ergos to realize that they are just like in other souls game, exchangeable for special items. Like no guides or whatsoever??? How are souls like first timer gonna keep them?So many translations are strange and really ambiguous. Many simplified chinese letters in traditional chinese setting.Devs really just coped everything from other souls game and worsening them..",Negative
"i BOUGHT THIS GAME, PLAYED IT FOR A WHILE, NOW IT WON'T START AND THERE IS NO SUPPORT.",Negative
couldn't marry haley,Negative
mid,Negative
BRING GTA 6 OUT U LAZY WANKERS,Negative
The GOAT!,Positive
is directly responsible for Skibidi Toilet.,Negative
i dONT KNOW,Positive
Do not play this game! It's far too visually and mentally stimulating. It's totally addictive. You can play as  numerous historical leaders and a multitude of different sized worlds against a different variety of other leaders every game. AND it's not too nerdy! I've played nearly 5000 hours now! You have been warned!,Negative
very good i recommend this game,Negative
"why i hate this game is CHEATER problem, when will valve address this issue. i am grinding this game only to be spoiled by cheaters mocking me for losing just because they use hack. VAlve listen carefully if you dont ban hackers this game will be dead and valorant will be the next compi game.",Negative
all time afk and we cant surrender,Negative
BUG,Negative
"i have come to the conclusion that FM 24 is a unbalanced game, the problem starts from the match engine. AI will always have one shot one goal and a common theme seems to be how many chances i create and miss with elite players especially given how much higher my average XG is compared to the opponents and it's a recurring issue that happens over and over again, what else? players seemed to constantly given away the ball and defenders don't know how to defend. another issue is training players consistently train poorly even player who have high professionalism you have to constantly tell them they don't train well usually it doesn't work.my recommendation is wait to see if they fix the match engine until then its a very frustrating experience",Negative
"This game would rather involve two characters in a sex scene than actually focus on character development between said characters. If you want to shallowly fill a sexual fantasy of yours then sure, it's great. If you prefer a legitimate RP experience, then you're gonna be sorely disappointed",Negative
THIS TRASH IS TRASH COMPARED TO MY BELOVED PREVIOUS BF GAMES. YOU SHOULD BE ASHAMED OF YOURSELF TO RELEASE THIS.,Negative
GG,Positive
this game has been out for 5 years and still missing a lot of key basics needed in a survival game.  1.items cant be repair it breaks so you need to make a whole another one. you can simply get in the water to collect resources due to raft floating away and the shark that follows you through out the entire ocean. the one time use of an anchor to hold the raft in place is just crazy. then you need to make a new one. i like the concept of the game but it still needs alot of work after 5 years,Negative
Wait for the modders to fix the game.,Negative
Okay so I didn't put in 5k hours into this badly assembled and poorly animated mobile game but like I don't really understand the hype. It's bad on a technical level why are you putting in so many hours into it?,Negative
Product received for freeStarted out rocky but I fell in love with this story.,Positive
Marvellous game,Positive
"Very chill and great fun. Gives off chill fishing vibes. The cutscenes are absolutely amazing, and there is love poured into every nook and cranny. Definitley a must play.",Positive
It is just anoying with the shark,Negative
"Not great, Just play Bloodborne or Sekiro.",Negative
idk im stuck on this poison dragon boss and its annoying AFMoving on....NEXT,Negative
Early Access Reviewthis game is a virus,Negative
Crashes constantly,Negative
FINALLY there is a good fallout game!Bethesda really tried their hardest with this masterpiece instead of letting a crappy game company to make their own fallout like that bird turd of game called fallout new vegas.,Positive
Same game as usual. You need to play how the game is designed and wants you to play to have any chance of success. You cant be your own manager and play with your own tactics.,Negative
Good game makes me wonder my mental health,Positive
Mid game ngl don't play unless you live in a basement,Negative
Hot demon chick.,Positive
"The more I play it the less I like it, and I can't seem to force myself to go back to it. Good for about 10 hours then it gets boring. None of your choices matter in any way. Procedural generation for worlds and NPC's leaves it feeling hollow. If you've played a BGS game before you know what you are getting into. If you haven't, then I might suggest giving Skyrim a try then see if you want to play a worse game in space.",Negative
Best BattleRoyale There Is.,Positive
"Amazing game, the longest played game for me by far. I believe it's the processing power of my laptop but when you get far in depth in games, when you submit your turn it takes a number of minutes to come back to you, probably around 5 or more. Still an amazing game. I stopped playing this one and jumped onto CIV6 but the 5th one is almost just as good. Worth the money to upgrade but CIV5 will always be a recommended game in my point of view.",Positive
not bad,Positive
"It is just dnd, witch is awsom",Positive
Not that replayable tbh and very repetitive,Negative
"COULDNT RUN ON MY LAPTOP, IT SAID I NEEDED MORE I NEARLY DELETED MY WHOLE LIBRARY I HAVE FREAKING 5 TERABITES OF STORAGE AT THE BEGINING HAD 598 GIGABITES BEFORE AND AFTER I  HAD FREAKING 4.37 TERABITES. AND THAT IS APPARENTLY TOO LITTLE. BULL.",Negative
Pretty one dimensional combat system do to lack of skill customization and very limited positioning option.Missions feel either boringly easy or unfairly hard.Really sucks that you can't see what you roll or how likely you are to succeed at anything.Not terrible just so many better tactical combat games out there.,Negative
This game really does not want me to enjoy playing it.,Negative
Recommended for true football managers.,Positive
"Product refundedI wanted to like this, I really did. But the action is slow and clunky, similar to the Witcher 3, which I also did not care for even though it too has a big beautiful open world to explore.The excess of cutscenes also turned me off, even though some of them are skippable. The weird clunky crafting and upgrading system did not impress me, but by itself thats not enough to kill my enjoyment. Mostly its the annoying combat and climbing mechanics. If the basic gameplay is purely unenjoyable then I can't keep playing what was probably going to be a great story. Sorry Ubi.",Negative
"I really wanted to like this game, but there were some real issues that I'm guessing they've just fixed in Darkest Dungeon II instead.First of all, your biggest enemy isn't really the the enemies in the game, but the fact that your units get stressed out of orbit for pretty much just entering the dungeon or talking to each other. The game should from start have a way better tutorial and functions on how to relieve stress.Second problem, if you think the Random Number Generator is bad in XCOM, then you're going to have a real blast with this one. I know it's supposed to be a bit of the game failing and winning at random, but some runs have just been a complete waste of time entirely because of the RNG in addition to being new to the game.I would recommend this game for people who're getting back-seated while playing and for those who like to do pretty much the same repetitive thing over and over again.",Negative
The game looks amazing the story looks promising. I like the AC games because they go the extra mile in the architecture and history.Regarding the stability of the game... it is a complete disaster. The game crashes with no error showing. I looked at the forums and it seems that this is very common. The support is non existing. After sending them all the files they needed you get nothing.I wanted to buy the game with al the dlc included... I am happy I didn't.O and it will start crashing after 12h of gameplay.  So by by refundI wouldn't recommend the game.How Steam sell a game like this??,Negative
Early Access Reviewlove,Positive
"Definitely not worth full price but if you liked the original, this is just more of the same without some of the bloat.",Positive
good,Positive
"Good, recommended by Brubin",Positive
THIS GAME HITS FR CUH,Positive
"Complete trash.Die over and over on the easiest setting not far into the game.On that type of setting I should not have to worry about death, I should be able to enjoy the storyline and feel like my character is a god.",Negative
